resp id,timestamp,university,level of study,original field,Categorised field,self rated knowledge,received phishing,Uni/Inst. email,Personal email,Whatsapp,Facebook/IG,SMS,Telegram,Link clicked,Applicable outcome,Asked password,Device misbehave,Nothing happened,Victim (money lost),Applicable,Reported to IT,Reported to friend/family,Not reported,Reported any,https://www.ug.edu.gh/admissions/apply,https://knust.edu.gh/portal/login,http://ug-edu-gh.login-portal.xyz/student-verify,https://mtn.com.gh/momo/confirm-payment,http://knust-student-login.000webhostapp.com/verify-account,http://mtn-momo-ghana-reward.blogspot.com/free-data-claim,url1 ug apply correct,url2 knust portal correct,url3 fake ug xyz correct,url4 mtn momo correct,url5 fake knust webhost correct,url6 fake mtn blogspot correct,quiz score,https check frequency,Different password,University training,confidence level,AI tool helpful,free text url1,free text url2,free text url3
199,2026-07-20 23:48:58,Blue Crest College,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, many times",0,0,1,1,0,1,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,I use a password manager,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
200,2026-07-20 23:59:34,UPSA,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,1,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
201,2026-07-21 00:21:30,UCC,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,1,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password",No / I am not aware of any,Not very confident,Very helpful,,,
202,2026-07-21 00:29:06,UEW,Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,None at all,"Yes, many times",0,1,1,1,1,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
203,2026-07-21 03:39:33,UDS-WA,Undergraduate (Year 3-4),Environment and Resource Management,Other (Natural/Applied Sciences),Basic (I have heard of it),"Yes, once or twice",0,0,1,1,1,0,Yes,1,1,1,0,Yes,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
204,2026-07-21 05:42:51,KNUST,Postgraduate (Msc/MPhil),Arts / Humanities,Arts / Humanities,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,1,0,No,0,0,0,0,No,1,0,0,1,0,Not Sure,Not Sure,Phishing,Phishing,Phishing,Phishing,0,0,1,0,1,1,3,Always,"Yes, always",No / I am not aware of any,Somewhat confident,Very helpful,,,
205,2026-07-21 09:40:40,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,Yes,1,0,1,0,Yes,1,1,0,0,1,Phishing,Legitimate,Phishing,Not Sure,Not Sure,Not Sure,0,1,1,0,0,0,2,Sometimes,"Yes, always","Yes, through emails or notices only",Not very confident,Somewhat helpful,,,
206,2026-07-21 10:40:13,Ghana Communication Technology University - GCTU,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,1,1,1,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,I use a password manager,"Yes, formal training sessions",Somewhat confident,Very helpful,,,
207,2026-07-21 10:48:33,Winneba University,Undergraduate (Year 3-4),Human Resources Management,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,No,1,0,1,0,1,Phishing,Phishing,Phishing,Phishing,Phishing,Phishing,0,0,1,0,1,1,3,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
208,2026-07-21 10:49:34,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Advanced (I can protect myself confidently),"Yes, many times",1,0,1,0,1,0,No,0,0,0,0,No,1,0,1,0,1,Phishing,Phishing,Phishing,Phishing,Phishing,Phishing,0,0,1,0,1,1,3,Sometimes,Sometimes,"Yes, formal training sessions",Somewhat confident,Very helpful,,,
209,2026-07-21 10:57:19,UPSA,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,0,1,0,1,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
210,2026-07-21 11:35:39,KNUST,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,Yes,1,0,1,0,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Rarely,"Yes, always","Yes, formal training sessions",Somewhat confident,Very helpful,,,
211,2026-07-21 11:37:32,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,,,
212,2026-07-21 11:46:59,KNUST,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Advanced (I can protect myself confidently),"Yes, many times",0,1,1,0,1,0,No,0,0,0,0,Yes,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,I use a password manager,No / I am not aware of any,Very confident,Very helpful,,,
213,2026-07-21 12:37:32,University of Ghana (UG),Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,Yes,1,0,1,0,No,1,1,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful, , , 
214,2026-07-21 13:32:02,UCC,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Basic (I have heard of it),"No, never",1,1,0,0,0,0,No,0,0,0,0,No,0,0,0,0,,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Sometimes,Sometimes,"Yes, formal training sessions",Very confident,Very helpful, , , 
215,2026-07-21 13:33:00,KNUST,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),I am not sure,0,0,1,0,0,0,Not applicable,0,0,0,0,No,0,0,0,0,,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Very helpful, , , 
216,2026-07-21 13:41:51,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,None at all,"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful, , , 
217,2026-07-21 13:42:41,KNUST,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"No, never",0,1,0,0,0,0,No,0,0,0,0,No,0,0,0,0,,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful, , , 
218,2026-07-21 14:01:26,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,No,1,1,1,1,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful, , , 
219,2026-07-21 14:14:00,UCC,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,1,1,0,Yes,1,1,1,0,Yes,1,0,1,0,1,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,Phishing,1,1,0,0,0,1,3,Rarely,"Yes, always",No / I am not aware of any,Not very confident,Very helpful,,,
220,2026-07-21 14:23:43,Takoradi Technical University,Undergraduate (Year 3-4),Civil engineering,Computing / IT / Engineering,Basic (I have heard of it),"No, never",0,0,0,0,0,0,No,0,0,0,0,No,0,0,0,0,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0,0,0,0,0,0,0,Never,"Yes, always",No / I am not aware of any,Very confident,Very helpful,,,
221,2026-07-21 14:31:07,KNUST,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",1,0,1,0,0,0,No,0,0,0,0,No,1,1,1,1,1,Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,0,1,1,1,1,1,5,Sometimes,Sometimes,No / I am not aware of any,Very confident,Somewhat helpful,,,
222,2026-07-21 14:32:00,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Advanced (I can protect myself confidently),"Yes, many times",1,0,0,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,1,1,1,0,1,1,5,Always,Sometimes,"Yes, through emails or notices only",Very confident,Somewhat helpful,,,
223,2026-07-21 14:32:33,KNUST,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,Sometimes,No / I am not aware of any,Somewhat confident,Somewhat helpful,,,
224,2026-07-21 14:32:56,UCC,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",1,0,1,0,0,0,Yes,1,1,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,1,1,1,0,1,1,5,Always,Sometimes,No / I am not aware of any,Somewhat confident,Somewhat helpful,,,
225,2026-07-21 14:35:00,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,0,Yes,1,1,0,0,No,1,1,1,1,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
226,2026-07-21 14:35:30,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",0,1,1,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,0,1,1,1,1,1,5,Sometimes,Sometimes,"Yes, formal training sessions",Not very confident,Very helpful,,,
227,2026-07-21 14:44:26,University of Ghana (UG),Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, many times",1,1,0,0,0,0,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Not Sure,Phishing,1,1,1,1,0,1,5,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
228,2026-07-21 14:44:42,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,Yes,1,0,1,0,Yes,1,0,1,0,1,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,1,1,1,0,1,1,5,Sometimes,"Yes, always",No / I am not aware of any,Very confident,Very helpful,,,
229,2026-07-21 14:44:59,University of Ghana (UG),Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,1,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,Sometimes,"Yes, formal training sessions",Very confident,Very helpful,,,
230,2026-07-21 14:45:50,Ashesi,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,0,1,0,0,0,Not applicable,0,0,0,0,No,1,1,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always",No / I am not aware of any,Somewhat confident,Somewhat helpful,,,
231,2026-07-21 14:46:07,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,None at all,"Yes, many times",0,1,1,0,0,0,Not applicable,0,0,0,0,Yes,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Somewhat helpful,,,
232,2026-07-21 14:46:23,Ashesi,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,1,0,0,0,Yes,1,0,1,0,No,1,0,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
233,2026-07-21 15:07:55,UCC,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,Not applicable,0,0,0,0,No,1,1,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,Sometimes,"Yes, formal training sessions",Very confident,Very helpful,http://mtn-momo-gh-reward.blogspot.com/free-data,https://wa.me/233000000000?text=claim%20student%20grant,https://ug-edu-gh-login.vercel.app/student-verify
234,2026-07-21 15:08:15,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,None at all,"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,0,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Not Sure,1,1,0,1,1,0,4,Sometimes,"Yes, always","Yes, through emails or notices only",Not very confident,Very helpful,https://ucc-fees-clearance.firebaseapp.com/student,https://wa.me/233000000000?text=claim%20student%20grant,http://knust-hostel-allocation.online/check
235,2026-07-21 15:08:34,KNUST,PhD,Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",1,1,1,0,0,0,Not applicable,0,0,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Very helpful,http://ug-student-portal-verify.freehostapp.com/login,https://forms.gle/fake-campus-wifi-reset,http://knust-hostel-allocation.online/check
236,2026-07-21 15:52:39,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,1,0,No,0,0,0,0,Yes,1,0,1,0,1,Legitimate,Legitimate,Phishing,Not Sure,Phishing,Phishing,1,1,1,0,1,1,5,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
237,2026-07-21 18:55:00,UCC,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,Yes,1,1,1,0,I am not sure,1,0,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"No, I use the same password",No / I am not aware of any,Very confident,Very helpful,http://mtn-momo-gh-reward.blogspot.com/free-data,http://ashesi-admissions-confirmation.site/portal,https://ghana-campus-jobs.info/apply-now
238,2026-07-21 19:49:14,UDS,Undergraduate (Year 3-4),Arts / Humanities,Arts / Humanities,Intermediate (I understand common threats),"Yes, many times",0,1,1,1,1,0,Yes,1,1,0,0,Yes,1,0,0,1,0,Legitimate,Legitimate,Not Sure,Phishing,Phishing,Phishing,1,1,0,0,1,1,4,Always,"Yes, always","Yes, formal training sessions",Very confident,Very helpful,,,
239,2026-07-21 20:15:40,University of Ghana (UG),Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",1,1,0,0,0,0,No,0,0,0,0,No,1,0,1,1,1,Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,0,1,1,1,1,1,5,Sometimes,"Yes, always","Yes, formal training sessions",Not very confident,Very helpful,http://mtn-momo-gh-reward.blogspot.com/free-data,https://wa.me/233000000000?text=claim%20student%20grant,https://ug-edu-gh-login.vercel.app/student-verify
240,2026-07-21 20:27:31,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,No,1,0,1,0,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,https://mtn-data-gift.net,https://ecg-refund.live,https://fidelity-secureverify.site
241,2026-07-21 20:27:48,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,Sometimes,No / I am not aware of any,Very confident,Not sure,https://mtn-promo-reward.xyz,https://telecel-bonus.live,https://ecobankgh-login.online
242,2026-07-21 20:28:03,UCC,Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,Not applicable,0,0,0,0,No,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,https://mtnmomo-support.live,https://gwa-payment.live,https://nia-correction-gh.site
243,2026-07-21 20:28:19,KNUST,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,No,1,0,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, formal training sessions",Very confident,Somewhat helpful,https://claim-mtn-data.online,https://ecg-service-alert.info,https://ghanacard-validation.com
244,2026-07-21 20:28:35,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,Not applicable,0,0,0,0,No,1,0,1,0,1,Legitimate,Phishing,Not Sure,Legitimate,Phishing,Phishing,1,0,0,1,1,1,4,Sometimes,"No, I use the same password","Yes, formal training sessions",Not very confident,Very helpful,https://free-mtn-data-gh.com,https://ecg-disconnection-alert.com,https://republicbankgh-verify.site
245,2026-07-21 20:28:51,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Advanced (I can protect myself confidently),"Yes, many times",1,1,0,0,0,0,No,0,0,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always","Yes, formal training sessions",Somewhat confident,Very helpful,https://mtn-gh-rewards.site,https://telecel-cash-login.info,https://stanbicghana-login.live
246,2026-07-21 20:29:08,UCC,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,1,0,0,0,Not applicable,0,0,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always",No / I am not aware of any,Somewhat confident,Very helpful,https://mtnmomo-alerts.com,https://ecg-bill-payment.net,https://nia-fast-update.live
247,2026-07-21 20:29:27,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,No,1,1,1,1,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Always,"Yes, always","Yes, formal training sessions",Very confident,Somewhat helpful,https://mtn-bonus-gh.info,https://telecel-reward.site,https://ghanacard-update.com
248,2026-07-21 20:29:42,KNUST,Postgraduate (Msc/MPhil),Health Sciences,Health Sciences,Basic (I have heard of it),"Yes, once or twice",0,1,0,0,0,0,Yes,1,1,1,0,No,1,1,0,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,Sometimes,"Yes, formal training sessions",Not confident at all,Very helpful,https://mtn-momo-verify.info,https://telecel-security.net,
249,2026-07-21 20:29:58,University of Ghana (UG),Undergraduate (Year 1-2),Arts / Humanities,Arts / Humanities,Basic (I have heard of it),"Yes, once or twice",0,1,1,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,https://mtn-data-offer.live,https://ecgghana-pay.online,https://gcb-secure-login.com
250,2026-07-21 20:30:14,UCC,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, once or twice",1,0,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,1,0,1,1,1,1,5,Sometimes,Sometimes,"Yes, formal training sessions",Somewhat confident,Very helpful,https://mtnmomo-update.co,https://airteltigo-bonus.net,https://accessbankgh-update.net
251,2026-07-21 20:30:31,KNUST,Undergraduate (Year 3-4),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,0,1,0,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Rarely,"No, I use the same password","Yes, formal training sessions",Somewhat confident,Very helpful,https://mtn-momo-ghana-login.net,https://ecg-balance-check.site,https://ghanaid-portal.xyz
252,2026-07-21 20:30:48,KNUST,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,0,0,0,0,No,0,0,0,0,No,1,0,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,"Yes, always","Yes, formal training sessions",Somewhat confident,Somewhat helpful,https://mtnmomo-gh.xyz,https://telecelcash-update.xyz,https://verify-ghanacard.net
253,2026-07-21 20:31:05,UCC,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,0,1,1,1,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,1,1,0,1,1,1,5,Rarely,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,https://mtn-freebundle.site,https://waterbill-ghana.org,https://fidelitybankgh-login.com
254,2026-07-21 20:31:21,KNUST,Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,1,0,0,0,No,0,0,0,0,No,1,1,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always",No / I am not aware of any,Very confident,Somewhat helpful,https://mtnmomo-bonus.com,https://airteltigo-free-data.com,https://calbank-secure-login.com
255,2026-07-21 20:31:37,University of Ghana (UG),Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",1,1,0,0,0,0,Not applicable,0,0,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,1,1,1,0,1,1,5,Sometimes,"No, I use the same password","Yes, through emails or notices only",Very confident,Very helpful,https://mtn-momo-reward.net,https://ecg-payment-secure.net,https://nia-portal-login.info
256,2026-07-21 20:31:54,University of Ghana (UG),Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Advanced (I can protect myself confidently),"Yes, once or twice",1,1,0,0,0,0,Not applicable,0,0,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,"Yes, through emails or notices only",Not very confident,Very helpful,https://mtnmomo-security.com,https://telecelcash-verify.com,https://ghana-card-security.site
257,2026-07-21 20:32:12,KNUST,Undergraduate (Year 1-2),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",1,1,0,0,0,0,Yes,1,1,0,0,No,1,0,1,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,Sometimes,No / I am not aware of any,Somewhat confident,Very helpful,https://mtn-momo-cashback.live,https://airteltigo-promo.live,https://gcb-onlineverify.net
258,2026-07-21 20:32:29,KNUST,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, many times",1,1,1,0,0,0,Yes,1,1,0,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Sometimes,"Yes, always",No / I am not aware of any,Somewhat confident,Somewhat helpful,https://mtnmomo-login.site,https://airteltigo-login.site,https://ghanacard-renewal.net
259,2026-07-21 20:32:46,KNUST,Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,Not applicable,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,"No, I use the same password","Yes, formal training sessions",Very confident,Very helpful,https://mtnmomo-confirm.net,https://ecg-smartmeter-update.com,https://absa-ghana-login.info
260,2026-07-21 20:45:19,KNUST,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,Basic (I have heard of it),"Yes, many times",1,0,0,0,0,0,Yes,1,1,1,0,No,1,1,0,1,1,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,1,1,1,0,1,1,5,Always,"No, I use the same password",No / I am not aware of any,Somewhat confident,Somewhat helpful,https://free-mtn-data-gh.com,https://airteltigo-bonus.net,https://calbank-secure-login.com
